@log,@timestamp,@message
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-11 00:30:58.993,"REPORT RequestId: bf313950-ce09-4c3a-9ff6-ceaef1d24052	Duration: 2225.15 ms	Billed Duration: 2300 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 277.85 ms	
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-11 00:30:58.948,"Started Instance ID ['i-0f9a14fb4d50a61a3'] for processing
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-11 00:30:56.749,"START RequestId: bf313950-ce09-4c3a-9ff6-ceaef1d24052 Version: $LATEST
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:40.966,"END RequestId: b12587e2-a56e-4aae-941d-c7ccf8cac076
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:40.966,"REPORT RequestId: b12587e2-a56e-4aae-941d-c7ccf8cac076	Duration: 2116.27 ms	Billed Duration: 2200 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 281.78 ms	
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:40.926,"Stopped Instance ID ['i-0eb9a408ec2b491c8']
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:38.831,"START RequestId: b12587e2-a56e-4aae-941d-c7ccf8cac076 Version: $LATEST
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:23.436,"END RequestId: 250b2200-0428-43a4-aab2-b15d1cad744b
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:23.436,"REPORT RequestId: 250b2200-0428-43a4-aab2-b15d1cad744b	Duration: 2220.45 ms	Billed Duration: 2300 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 256.33 ms	
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:23.415,"[ERROR] NameError: name 'json' is not definedTraceback (most recent call last):  File ""/var/task/lambda_function.py"", line 22, in lambda_handler    'body': json.dumps('Failed. Check logs')
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:23.393,"Stopped Instance ID ['i-0eb9a408ec2b491c8']
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:21:21.216,"START RequestId: 250b2200-0428-43a4-aab2-b15d1cad744b Version: $LATEST
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:17:04.879,"END RequestId: 2b0bbc6b-83b3-488b-8cf7-71d19e437dbd
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:17:04.879,"REPORT RequestId: 2b0bbc6b-83b3-488b-8cf7-71d19e437dbd	Duration: 2275.86 ms	Billed Duration: 2300 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 218.93 ms	
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:17:04.834,"Started Instance ID ['i-0eb9a408ec2b491c8'] for processing
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:17:02.584,"START RequestId: 2b0bbc6b-83b3-488b-8cf7-71d19e437dbd Version: $LATEST
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:15:47.517,"END RequestId: c43b7fd4-989e-421f-88a4-f04bca68a862
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:15:47.517,"REPORT RequestId: c43b7fd4-989e-421f-88a4-f04bca68a862	Duration: 1.72 ms	Billed Duration: 100 ms	Memory Size: 128 MB	Max Memory Used: 55 MB	Init Duration: 130.43 ms	
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:15:47.516,"[ERROR] Runtime.UserCodeSyntaxError: Syntax error in module 'lambda_function': invalid syntax (lambda_function.py, line 19)Traceback (most recent call last):  File ""/var/task/lambda_function.py"" Line 19                'body': json.dumps('Success.')
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:15:47.515,"START RequestId: c43b7fd4-989e-421f-88a4-f04bca68a862 Version: $LATEST
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:15:04.779,"END RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:15:04.779,"REPORT RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af	Duration: 110943.83 ms	Billed Duration: 111000 ms	Memory Size: 128 MB	Max Memory Used: 116 MB	
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:15:04.758,"[ERROR] OSError: [Errno 97] Address family not supported by protocolTraceback (most recent call last):  File ""/var/task/startsparkml.py"", line 39, in lambda_handler    instance_ip, username='ec2-user', pkey=privkey  File ""/var/task/paramiko/client.py"", line 343, in connect    sock = socket.socket(af, socket.SOCK_STREAM)  File ""/var/lang/lib/python3.7/socket.py"", line 151, in __init__    _socket.socket.__init__(self, family, type, proto, fileno)
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:14:44.356,"Downloading key
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:13:14.035,"Connecting to ec2 instance
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:13:13.830,"START RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af Version: $LATEST
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:11:03.634,"END RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:11:03.634,"REPORT RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af	Duration: 242127.65 ms	Billed Duration: 242200 ms	Memory Size: 128 MB	Max Memory Used: 114 MB	
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:11:03.614,"[ERROR] TimeoutError: [Errno 110] Connection timed outTraceback (most recent call last):  File ""/var/task/startsparkml.py"", line 39, in lambda_handler    instance_ip, username='ec2-user', pkey=privkey  File ""/var/task/paramiko/client.py"", line 349, in connect    retry_on_signal(lambda: sock.connect(addr))  File ""/var/task/paramiko/util.py"", line 283, in retry_on_signal    return function()  File ""/var/task/paramiko/client.py"", line 349, in <lambda>    retry_on_signal(lambda: sock.connect(addr))
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:08:50.189,"END RequestId: 8e7ff5fe-ab72-4648-b24a-10c2de0f7e3a
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:08:50.189,"REPORT RequestId: 8e7ff5fe-ab72-4648-b24a-10c2de0f7e3a	Duration: 2150.95 ms	Billed Duration: 2200 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 294.70 ms	
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:08:50.147,"Stopped Instance ID ['i-0eb9a408ec2b491c8']
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:08:48.038,"START RequestId: 8e7ff5fe-ab72-4648-b24a-10c2de0f7e3a Version: $LATEST
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:08:32.036,"Downloading key
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:08:05.712,"END RequestId: 0ce979c1-3ceb-408c-b679-c93ff660757e
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:08:05.712,"REPORT RequestId: 0ce979c1-3ceb-408c-b679-c93ff660757e	Duration: 2429.33 ms	Billed Duration: 2500 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 266.62 ms	
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:08:05.688,"Started Instance ID ['i-0eb9a408ec2b491c8'] for processing
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:08:03.283,"START RequestId: 0ce979c1-3ceb-408c-b679-c93ff660757e Version: $LATEST
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:07:01.751,"Connecting to ec2 instance
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:07:01.482,"START RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af Version: $LATEST
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:05:58.331,"END RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:05:58.331,"REPORT RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af	Duration: 113512.72 ms	Billed Duration: 113600 ms	Memory Size: 128 MB	Max Memory Used: 112 MB	Init Duration: 630.83 ms	
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:05:58.311,"[ERROR] OSError: [Errno 97] Address family not supported by protocolTraceback (most recent call last):  File ""/var/task/startsparkml.py"", line 39, in lambda_handler    instance_ip, username='ec2-user', pkey=privkey  File ""/var/task/paramiko/client.py"", line 343, in connect    sock = socket.socket(af, socket.SOCK_STREAM)  File ""/var/lang/lib/python3.7/socket.py"", line 151, in __init__    _socket.socket.__init__(self, family, type, proto, fileno)
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:05:37.210,"Downloading key
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:04:06.770,"Connecting to ec2 instance
"
799687528413:/aws/lambda/sparkml-cms,2020-03-11 00:04:04.798,"START RequestId: 3e0ecf94-c533-4997-8355-8bf49688d7af Version: $LATEST
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:03:47.107,"REPORT RequestId: 320d8d56-f8fb-43b5-b45d-0d5f546b9173	Duration: 2094.92 ms	Billed Duration: 2100 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 276.09 ms	
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:03:47.106,"END RequestId: 320d8d56-f8fb-43b5-b45d-0d5f546b9173
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-11 00:03:45.011,"START RequestId: 320d8d56-f8fb-43b5-b45d-0d5f546b9173 Version: $LATEST
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:02:27.661,"END RequestId: 64775a13-7c70-4878-87d1-d837d2c7d134
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:02:27.661,"REPORT RequestId: 64775a13-7c70-4878-87d1-d837d2c7d134	Duration: 2197.56 ms	Billed Duration: 2200 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 328.79 ms	
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:02:27.609,"Stopped Instance ID ['i-0eb9a408ec2b491c8']
"
799687528413:/aws/lambda/end-sparkml-ec2,2020-03-11 00:02:25.463,"START RequestId: 64775a13-7c70-4878-87d1-d837d2c7d134 Version: $LATEST
"
799687528413:/aws/lambda/redshift-load-beneficiary-summary,2020-03-10 23:34:54.201,"END RequestId: c3484b13-7177-4f5a-bd38-a2a3197cce48
"
799687528413:/aws/lambda/redshift-load-beneficiary-summary,2020-03-10 23:34:54.201,"REPORT RequestId: c3484b13-7177-4f5a-bd38-a2a3197cce48	Duration: 36036.16 ms	Billed Duration: 36100 ms	Memory Size: 128 MB	Max Memory Used: 83 MB	Init Duration: 244.67 ms	
"
799687528413:/aws/lambda/redshift-load-beneficiary-summary,2020-03-10 23:34:18.380,"2020-03-10T23:34:18.366Z	c3484b13-7177-4f5a-bd38-a2a3197cce48	INFO	Executing set search_path to cms; begin; delete from cms.beneficiary_summary; copy cms.beneficiary_summary from 's3://cms-data-1/Beneficiary_Summary/' IAM_ROLE 'arn:aws:iam::799687528413:role/RedshiftDWS3FullAccess' FORMAT AS PARQUET; commit; 
"
799687528413:/aws/lambda/redshift-load-beneficiary-summary,2020-03-10 23:34:18.180,"2020-03-10T23:34:18.143Z	c3484b13-7177-4f5a-bd38-a2a3197cce48	INFO	Connecting to redshift-cms-cluster.cx4pss4e1ntx.us-east-1.redshift.amazonaws.com
"
799687528413:/aws/lambda/redshift-load-beneficiary-summary,2020-03-10 23:34:18.135,"START RequestId: c3484b13-7177-4f5a-bd38-a2a3197cce48 Version: $LATEST
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 23:05:47.242,"END RequestId: 18d2897e-3cf7-4b6b-85cf-64a3d5870743
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 23:05:47.242,"REPORT RequestId: 18d2897e-3cf7-4b6b-85cf-64a3d5870743	Duration: 424052.88 ms	Billed Duration: 424100 ms	Memory Size: 128 MB	Max Memory Used: 112 MB	Init Duration: 665.45 ms	
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 23:00:37.138,"Executing /home/ec2-user/sparkml.sh
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 23:00:37.081,"Connected to 35.170.66.249
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 23:00:37.081,"Executing chmod 700 /home/ec2-user/sparkml.sh
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 23:00:15.858,"Downloading key
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 22:58:45.384,"Connecting to ec2 instance
"
799687528413:/aws/lambda/sparkml-cms,2020-03-10 22:58:43.184,"START RequestId: 18d2897e-3cf7-4b6b-85cf-64a3d5870743 Version: $LATEST
"
799687528413:cms-annual-cost-predictions,2020-03-10 22:45:03.062,Predictions processed in 0:27:45.709633
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-10 20:22:34.222,"END RequestId: fc38bdbb-0100-42e3-b2b9-9dfbf05c4477
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-10 20:22:34.222,"REPORT RequestId: fc38bdbb-0100-42e3-b2b9-9dfbf05c4477	Duration: 1840.39 ms	Billed Duration: 1900 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	Init Duration: 222.70 ms	
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-10 20:22:34.182,"Stopped Instance ID ['i-0f9a14fb4d50a61a3']
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-10 20:22:32.362,"START RequestId: fc38bdbb-0100-42e3-b2b9-9dfbf05c4477 Version: $LATEST
"
799687528413:cmss3-processing,2020-03-10 20:22:31.029,1420 total files processed in 0:35:46.943719
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 21:39:55.796,"END RequestId: b537592a-69c2-473c-bfce-f9e4d78bc1c0
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 21:39:55.796,"REPORT RequestId: b537592a-69c2-473c-bfce-f9e4d78bc1c0	Duration: 2067.79 ms	Billed Duration: 2100 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 267.26 ms	
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 21:39:55.756,"Stopped Instance ID ['i-0f9a14fb4d50a61a3']
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 21:39:53.709,"START RequestId: b537592a-69c2-473c-bfce-f9e4d78bc1c0 Version: $LATEST
"
799687528413:cmss3-processing,2020-03-09 21:39:51.844,1420 total files processed in 3:42:06.526572
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-09 19:57:46.336,"END RequestId: 93ee8099-060d-4c33-940c-fabaf1744ce7
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-09 19:57:46.336,"REPORT RequestId: 93ee8099-060d-4c33-940c-fabaf1744ce7	Duration: 2610.07 ms	Billed Duration: 2700 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 276.80 ms	
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-09 19:57:46.296,"Started Instance ID ['i-0eb9a408ec2b491c8'] for processing
"
799687528413:/aws/lambda/start-sparkml-ec2,2020-03-09 19:57:43.725,"START RequestId: 93ee8099-060d-4c33-940c-fabaf1744ce7 Version: $LATEST
"
799687528413:cms-annual-cost-predictions,2020-03-09 16:15:46.960,Predictions processed in 0:29:08.220924
799687528413:cms-annual-cost-predictions,2020-03-09 14:15:05.957,Predictions processed in 0:33:13.593330
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 12:37:05.020,"END RequestId: 10b228ad-7f5e-4f00-9b42-16b2285b193c
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 12:37:05.020,"REPORT RequestId: 10b228ad-7f5e-4f00-9b42-16b2285b193c	Duration: 2060.14 ms	Billed Duration: 2100 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 277.36 ms	
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 12:37:04.980,"Stopped Instance ID ['i-0f9a14fb4d50a61a3']
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 12:37:02.941,"START RequestId: 10b228ad-7f5e-4f00-9b42-16b2285b193c Version: $LATEST
"
799687528413:cmss3-processing,2020-03-09 12:37:02.137,1420 total files processed in 2:41:57.763709
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 08:41:00.308,"END RequestId: 458e6177-5e19-4e43-a441-090ba9f89f26
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 08:41:00.308,"REPORT RequestId: 458e6177-5e19-4e43-a441-090ba9f89f26	Duration: 2018.99 ms	Billed Duration: 2100 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 268.26 ms	
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 08:41:00.254,"Stopped Instance ID ['i-0f9a14fb4d50a61a3']
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-09 08:40:58.289,"START RequestId: 458e6177-5e19-4e43-a441-090ba9f89f26 Version: $LATEST
"
799687528413:cmss3-processing,2020-03-09 08:40:57.207,1420 total files processed in 0:30:20.930247
799687528413:cms-annual-cost-predictions,2020-03-08 04:06:03.155,Predictions processed in 0:26:31.594984
799687528413:cms-annual-cost-predictions,2020-03-08 02:57:27.550,Predictions processed in 0:16:16.414424
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-03 23:45:09.708,"END RequestId: e5d98da2-9069-424d-b454-eed6756bc353
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-03 23:45:09.708,"REPORT RequestId: e5d98da2-9069-424d-b454-eed6756bc353	Duration: 2069.78 ms	Billed Duration: 2100 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 277.18 ms	
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-03 23:45:09.668,"Stopped Instance ID ['i-0f9a14fb4d50a61a3']
"
799687528413:/aws/lambda/end_cmss3-ec2,2020-03-03 23:45:07.620,"START RequestId: e5d98da2-9069-424d-b454-eed6756bc353 Version: $LATEST
"
799687528413:cmss3-processing,2020-03-03 23:45:05.726,1420 total files processed in 1:50:50.440342
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:59:23.118,"END RequestId: 49565300-114a-45bc-953f-144ba94b1731
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:59:23.118,"REPORT RequestId: 49565300-114a-45bc-953f-144ba94b1731	Duration: 423984.69 ms	Billed Duration: 424000 ms	Memory Size: 128 MB	Max Memory Used: 112 MB	Init Duration: 641.62 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:54:12.960,"Executing /home/ec2-user/processcmss3.sh
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:54:12.906,"Connected to 54.227.120.4
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:54:12.906,"Executing chmod 700 /home/ec2-user/processcmss3.sh
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:53:51.655,"Downloading key
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:52:21.275,"Connecting to ec2 instance
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:52:19.130,"START RequestId: 49565300-114a-45bc-953f-144ba94b1731 Version: $LATEST
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:52:02.068,"END RequestId: ade1f677-e48e-4ab3-9397-31394a728148
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:52:02.068,"REPORT RequestId: ade1f677-e48e-4ab3-9397-31394a728148	Duration: 2218.89 ms	Billed Duration: 2300 ms	Memory Size: 128 MB	Max Memory Used: 86 MB	Init Duration: 289.40 ms	
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:52:02.015,"Started Instance ID ['i-0f9a14fb4d50a61a3'] for processing
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:51:59.829,"START RequestId: ade1f677-e48e-4ab3-9397-31394a728148 Version: $LATEST
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:41:02.327,"REPORT RequestId: 6b050ace-b241-4ae5-af2e-2f28fef945f6	Duration: 722159.52 ms	Billed Duration: 722200 ms	Memory Size: 256 MB	Max Memory Used: 112 MB	Init Duration: 731.13 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:41:02.327,"END RequestId: 6b050ace-b241-4ae5-af2e-2f28fef945f6
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:30:52.225,"Executing /home/ec2-user/processcmss3.sh
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:30:52.171,"Connected to 3.84.234.109
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:30:52.171,"Executing chmod 700 /home/ec2-user/processcmss3.sh
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:30:31.444,"Downloading key
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:29:01.184,"Connecting to ec2 instance
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:29:00.164,"START RequestId: 6b050ace-b241-4ae5-af2e-2f28fef945f6 Version: $LATEST
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:28:42.588,"END RequestId: 03ea5b24-3c3d-451f-b819-dcabb7adfcc1
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:28:42.588,"REPORT RequestId: 03ea5b24-3c3d-451f-b819-dcabb7adfcc1	Duration: 746.85 ms	Billed Duration: 800 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:28:42.548,"Started Instance ID ['i-0f9a14fb4d50a61a3'] for processing
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:28:41.819,"START RequestId: 03ea5b24-3c3d-451f-b819-dcabb7adfcc1 Version: $LATEST
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:25:28.209,"REPORT RequestId: 65fb755f-cfc1-4f7d-ae4a-a223d87ea459	Duration: 2019.69 ms	Billed Duration: 2100 ms	Memory Size: 128 MB	Max Memory Used: 87 MB	Init Duration: 286.09 ms	
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:25:28.209,"END RequestId: 65fb755f-cfc1-4f7d-ae4a-a223d87ea459
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:25:28.167,"Started Instance ID ['i-0f9a14fb4d50a61a3'] for processing
"
799687528413:/aws/lambda/start-cmss3-ec2,2020-03-03 21:25:26.189,"START RequestId: 65fb755f-cfc1-4f7d-ae4a-a223d87ea459 Version: $LATEST
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:09:17.404,"END RequestId: 6e8b1bbf-047c-48a4-bf50-5c18aa43b3eb
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:09:17.404,"REPORT RequestId: 6e8b1bbf-047c-48a4-bf50-5c18aa43b3eb	Duration: 722719.41 ms	Billed Duration: 722800 ms	Memory Size: 256 MB	Max Memory Used: 112 MB	Init Duration: 675.41 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:09:04.099,"REPORT RequestId: 86d9a3d5-0214-4726-865f-59887d54f729	Duration: 722158.99 ms	Billed Duration: 722200 ms	Memory Size: 256 MB	Max Memory Used: 112 MB	Init Duration: 651.25 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:09:04.099,"END RequestId: 86d9a3d5-0214-4726-865f-59887d54f729
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:09:03.819,"END RequestId: ac3aeddc-7afa-4c6d-994f-865138de61fe
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 21:09:03.819,"REPORT RequestId: ac3aeddc-7afa-4c6d-994f-865138de61fe	Duration: 722116.52 ms	Billed Duration: 722200 ms	Memory Size: 256 MB	Max Memory Used: 112 MB	Init Duration: 657.97 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:59:13.016,"END RequestId: cca999ea-110d-46fa-91b5-b73cac645df7
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:59:13.016,"REPORT RequestId: cca999ea-110d-46fa-91b5-b73cac645df7	Duration: 241559.77 ms	Billed Duration: 241600 ms	Memory Size: 256 MB	Max Memory Used: 112 MB	Init Duration: 659.77 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:59:13.014,"[ERROR] TimeoutError: [Errno 110] Connection timed outTraceback (most recent call last):  File ""/var/task/startcmss3.py"", line 41, in lambda_handler    instance_ip, username='ec2-user', pkey=privkey  File ""/var/task/paramiko/client.py"", line 349, in connect    retry_on_signal(lambda: sock.connect(addr))  File ""/var/task/paramiko/util.py"", line 283, in retry_on_signal    return function()  File ""/var/task/paramiko/client.py"", line 349, in <lambda>    retry_on_signal(lambda: sock.connect(addr))
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:59:07.275,"Executing /home/ec2-user/processcmss3.sh
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:59:07.194,"Connected to 52.205.53.171
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:59:07.194,"Executing chmod 700 /home/ec2-user/processcmss3.sh
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:59.137,"END RequestId: 5e563db2-bd29-4d5c-8e01-09cbfebf6c65
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:59.137,"REPORT RequestId: 5e563db2-bd29-4d5c-8e01-09cbfebf6c65	Duration: 241225.73 ms	Billed Duration: 241300 ms	Memory Size: 256 MB	Max Memory Used: 112 MB	Init Duration: 641.52 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:59.135,"[ERROR] TimeoutError: [Errno 110] Connection timed outTraceback (most recent call last):  File ""/var/task/startcmss3.py"", line 41, in lambda_handler    instance_ip, username='ec2-user', pkey=privkey  File ""/var/task/paramiko/client.py"", line 349, in connect    retry_on_signal(lambda: sock.connect(addr))  File ""/var/task/paramiko/util.py"", line 283, in retry_on_signal    return function()  File ""/var/task/paramiko/client.py"", line 349, in <lambda>    retry_on_signal(lambda: sock.connect(addr))
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:55.745,"END RequestId: f23553c6-1d13-4c61-8b37-1b00ddf5ecb8
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:55.745,"REPORT RequestId: f23553c6-1d13-4c61-8b37-1b00ddf5ecb8	Duration: 242045.56 ms	Billed Duration: 242100 ms	Memory Size: 256 MB	Max Memory Used: 112 MB	Init Duration: 637.64 ms	
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:55.743,"[ERROR] TimeoutError: [Errno 110] Connection timed outTraceback (most recent call last):  File ""/var/task/startcmss3.py"", line 41, in lambda_handler    instance_ip, username='ec2-user', pkey=privkey  File ""/var/task/paramiko/client.py"", line 349, in connect    retry_on_signal(lambda: sock.connect(addr))  File ""/var/task/paramiko/util.py"", line 283, in retry_on_signal    return function()  File ""/var/task/paramiko/client.py"", line 349, in <lambda>    retry_on_signal(lambda: sock.connect(addr))
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:53.972,"Executing /home/ec2-user/processcmss3.sh
"
799687528413:/aws/lambda/process-cmss3,2020-03-03 20:58:53.916,"Connected to 52.205.53.171
"
